ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,normalized_rating,normalized_price
404,amberpet,hyderabad,deccan chinese fast food,200.0,2.9,80,"chinese,fast food",uppal ramanthapur amberpet,51,0.58,0.11764705882352941
405,padmarao nagar,hyderabad,nitchal grand restaurant,250.0,2.9,80,"north indian,chinese,tandoor,biryani",padmarao nagar,53,0.58,0.14705882352941177
406,amberpet,hyderabad,good lands restaurant,300.0,4.2,100,"biryani,north indian,south indian,tandoor,chinese",tarnaka nacharam & malkajigiri,60,0.8400000000000001,0.17647058823529413
407,khairtabad,hyderabad,the pani puri monster,100.0,2.9,80,"indian,chinese,south indian,chaat",anand nagar,56,0.58,0.058823529411764705
408,toli chowki,hyderabad,dosa factory,100.0,4.1,500,south indian,tolochowki cross roads,73,0.82,0.058823529411764705
409,koti,hyderabad,svm grand,300.0,4.2,20,"south indian,north indian,chinese",abids & koti,32,0.8400000000000001,0.17647058823529413
410,kothapet,hyderabad,royal fast food,150.0,4.0,20,chinese,kothapet & dilshuknagar,58,0.8,0.08823529411764706
411,banjara hills,hyderabad,feranoz,500.0,4.4,500,"desserts,italian,bakery,snacks,pizzas",zahara nagar banjara hills,59,0.8800000000000001,0.29411764705882354
412,begumpet,hyderabad,bakingo,300.0,4.2,500,bakery  desserts  beverages  snacks,secunderabad,57,0.8400000000000001,0.17647058823529413
413,jubilee hills,hyderabad,panchakattu dosa,100.0,4.5,500,south indian,banjara hills,73,0.9,0.058823529411764705
414,talab katta,hyderabad,moghal hot spot,200.0,3.2,20,"biryani,chinese",charminar,52,0.64,0.11764705882352941
415,nalgonda,hyderabad,suprabhat tiffins.,300.0,4.2,50,south indian  north indian,kothapet & dilsukhnagar,31,0.8400000000000001,0.17647058823529413
416,bowenpally,hyderabad,trio-la patisserie.,300.0,2.9,80,desserts,kharkhana & trimulgherry,75,0.58,0.17647058823529413
417,toli chowki,hyderabad,mandar restaurant,500.0,4.1,1000,"north indian,biryani,chinese",tolichowki,59,0.82,0.29411764705882354
418,kothapet,hyderabad,quik cakes.,500.0,2.9,80,"bakery,desserts",madhapur,56,0.58,0.29411764705882354
419,banjara hills,hyderabad,speedy wong,300.0,3.8,20,chinese,banjara hills,63,0.76,0.17647058823529413
420,himayath nagar,hyderabad,the bowl company,300.0,4.1,1000,"continental,indian,pan-asian,chinese,beverages,desserts",himayath nagar,31,0.82,0.17647058823529413
421,koti,hyderabad,mccafe by mcdonald's,250.0,2.9,80,"beverages,desserts",abits mpm mall,35,0.58,0.14705882352941177
422,abids,hyderabad,abids bistro  royalton hotel,450.0,2.9,80,"chinese,kebabs,north indian,south indian,tandoor",abids & koti,57,0.58,0.2647058823529412
423,himayath nagar,hyderabad,cfc chinese food court,200.0,2.9,80,chinese,himayath nagar,37,0.58,0.11764705882352941
424,himayath nagar,hyderabad,breakfast express,200.0,4.3,100,continental  north indian  south indian  beverages,himayath nagar,33,0.86,0.11764705882352941
425,ghansi bazaar,hyderabad,coffee cream,200.0,4.0,100,"beverages,fast food,italian,snacks",charminar,47,0.8,0.11764705882352941
426,banjara hills,hyderabad,ohri's uppu,400.0,3.0,20,"andhra,south indian",banjara hills,68,0.6,0.23529411764705882
427,toli chowki,hyderabad,adam bakers,150.0,3.9,50,bakery,tolichowki,68,0.78,0.08823529411764706
428,jam bagh,hyderabad,swathi mess and dhaba,200.0,3.9,500,"biryani,chinese,hyderabadi,north indian,indian",abids & koti,31,0.78,0.11764705882352941
429,himayatnagar,hyderabad,masala republic,500.0,4.1,20,"continental,north indian",himayath nagar,41,0.82,0.29411764705882354
430,khairtabad,hyderabad,al karam kalyani biryani,200.0,3.1,20,biryani,somajiguda & khairtabad,55,0.62,0.11764705882352941
431,kavadiguda,hyderabad,sri mohans chat,150.0,4.1,50,"beverages,chaat,fast food,juices,north indian",nallakunta & vidyanagar,40,0.82,0.08823529411764706
432,nampally,hyderabad,milan juice centre,150.0,4.0,1000,"arabian,juices",nampally,30,0.8,0.08823529411764706
433,uppal,hyderabad,tif in,150.0,3.5,20,snacks  south indian,uppal beerappagada,73,0.7,0.08823529411764706
434,kavadiguda,hyderabad,veerji ka dhaba,200.0,4.1,100,north indian,himayath nagar,39,0.82,0.11764705882352941
435,vijay nagar colony,hyderabad,roosterville,200.0,3.7,100,indian,santoshnagar & saidabad,68,0.74,0.11764705882352941
436,new malakpet,hyderabad,pvr cafe,400.0,3.5,20,"snacks,fast food,american",kothapet & dilsukhnagar,47,0.7,0.23529411764705882
437,gowliguda,hyderabad,hotel niagara,450.0,3.9,1000,"haleem,arabian,biryani,tandoor,chinese,indian,desserts,kebabs,mughlai",new area,23,0.78,0.2647058823529412
438,asif nagar,hyderabad,lingaiah hotel,200.0,4.5,100,south indian,mallepally,33,0.9,0.11764705882352941
439,kavadiguda,hyderabad,aamantran - mithaaii,200.0,3.7,50,"chaat,snacks,bakery,sweets",nallakunta & vidyanagar,43,0.74,0.11764705882352941
440,khairtabad,hyderabad,anupama hotel,250.0,3.7,20,"biryani,south indian",banjara hills,45,0.74,0.14705882352941177
441,santosh nagar,hyderabad,balaji mithai wala & chat,150.0,4.0,100,sweets,santosh nagar,45,0.8,0.08823529411764706
442,punjagutta,hyderabad,arya bhavan pure veg,200.0,4.2,100,indian,nagarjuna hills  punjagutta,53,0.8400000000000001,0.11764705882352941
443,himayatnagar,hyderabad,stikstof,500.0,2.9,80,ice cream,himayatnagar,49,0.58,0.29411764705882354
444,rani gunj,hyderabad,aashirvad tiffins,200.0,4.2,500,south indian  fast food  chinese  snacks  juices,begumpet,51,0.8400000000000001,0.11764705882352941
445,himayath nagar,hyderabad,rice++,100.0,3.9,20,healthy food,narayanguda,33,0.78,0.058823529411764705
446,himayath nagar,hyderabad,eggsplode,150.0,4.2,100,"salads,french,beverages,combo",narayanguda,33,0.8400000000000001,0.08823529411764706
447,himayath nagar,hyderabad,break the bread - sandwiches and burgers,200.0,3.8,50,"continental,fast food",narayanguda,35,0.76,0.11764705882352941
448,himayath nagar,hyderabad,the burrito bowl,200.0,4.2,50,mexican  beverages,narayanguda,34,0.8400000000000001,0.11764705882352941
449,banjara hills,hyderabad,lo! - low carb and keto foods,150.0,4.3,500,healthy food  keto  north indian  continental,devera konda basti,61,0.86,0.08823529411764706
450,kharkhana & trimulgherry,hyderabad,brown bear,250.0,3.4,20,bakery  desserts,kharkhana & trimulgherry,76,0.6799999999999999,0.14705882352941177
451,tarnaka,hyderabad,ssv -tiffin's and snacks,149.0,4.3,100,south indian  snacks  combo,tarnaka  nacharam & malkajigiri,61,0.86,0.08764705882352941
452,banjara hills,hyderabad,cafe niloufer premium lounge,200.0,4.5,1000,bakery  fast food  snacks  beverages,banjara hills,63,0.9,0.11764705882352941
453,dilsukhnagar,hyderabad,telangana inti ruchulu,200.0,4.3,500,"south indian,telangana,home food",kothapet & dilsukhnagar,52,0.86,0.11764705882352941
454,old malakpet,hyderabad,kekiz cake shop,100.0,3.6,20,bakery,malakpet,39,0.72,0.058823529411764705
455,tarnaka,hyderabad,sudarshan reddy pure ghee sweets,200.0,4.4,100,desserts  sweets,tarnaka  nacharam & malkajigiri,51,0.8800000000000001,0.11764705882352941
456,balkampet,hyderabad,persis cafe,300.0,4.2,50,indian,ameerpet,66,0.8400000000000001,0.17647058823529413
457,himayatnagar,hyderabad,cheesiaano pizza,300.0,4.0,100,"italian,pizzas",vivek nagar chikkadpally,34,0.8,0.17647058823529413
458,abids,hyderabad,faasos,200.0,4.0,50,"combo,snacks,beverages,desserts",abids,37,0.8,0.11764705882352941
459,abids,hyderabad,behrouz biryani,500.0,3.8,100,"biryani,mughlai,lucknowi,hyderabadi,kebabs,north indian,persian,desserts",abids,36,0.76,0.29411764705882354
460,abids,hyderabad,oven story pizza,600.0,3.9,500,pizzas,abids,37,0.78,0.35294117647058826
461,abids,hyderabad,firangi bake,400.0,3.9,50,"italian,mexican,pastas",abids,39,0.78,0.23529411764705882
462,abids,hyderabad,sweet truth - cake and desserts,450.0,3.9,50,"ice cream,bakery,desserts,beverages",abids,37,0.78,0.2647058823529412
463,abids,hyderabad,the good bowl,400.0,3.9,50,north indian  punjabi  biryani  combo  chinese  beverages  desserts  jain  indian  hyderabadi  mughlai,abids,37,0.78,0.23529411764705882
464,abids,hyderabad,the biryani life,250.0,4.0,20,"biryani,north indian,chinese",abids,35,0.8,0.14705882352941177
465,abids,hyderabad,lunchbox,200.0,4.1,100,"north indian,punjabi,combo,biryani,healthy food,jain,thalis,indian,mughlai,desserts",abids,36,0.82,0.11764705882352941
466,himayath nagar,hyderabad,eggasm,200.0,4.0,20,"chinese,indian",himayath nagar,28,0.8,0.11764705882352941
467,kothapet,hyderabad,palamuru grill,600.0,4.1,1000,"south indian,kebabs,biryani",kothapet & dilsukhnagar,63,0.82,0.35294117647058826
468,gowlipura,hyderabad,kitchen maha raja,250.0,4.3,20,indian,kothapet & dilsukhnagar,52,0.86,0.14705882352941177
469,banjara hills,hyderabad,express by ab's,350.0,3.7,100,"biryani,north indian,chinese,south indian",banjara hills,67,0.74,0.20588235294117646
470,new malakpet,hyderabad,burger king,350.0,4.1,1000,"american,fast food",metro rail mall multiplex,36,0.82,0.20588235294117646
471,himayath nagar,hyderabad,cafe bahar since 1973,300.0,4.0,5000,"mughlai,biryani,indian,chinese,tandoor",himayath nagar,29,0.8,0.17647058823529413
472,west marredpally,hyderabad,the starter,250.0,4.4,20,chaat  street food  beverages  home food  salads  snacks,kharkhana & trimulgherry,72,0.8800000000000001,0.14705882352941177
473,new malakpet,hyderabad,mandi king arabian restaurant,500.0,3.9,1000,"arabian,tandoor,north indian,chinese,desserts",kurmagudasaidabad main road,33,0.78,0.29411764705882354
474,banjara hills,hyderabad,sauced up,200.0,4.4,500,"american,fast food",masab tank,47,0.8800000000000001,0.11764705882352941
475,madannapet colony,hyderabad,rumaan restaurant,300.0,4.0,100,"biryani,tandoor,north indian,chinese,kebabs,mughlai",santoshnagar & saidabad,44,0.8,0.17647058823529413
476,lakdikapul,hyderabad,arabella house of arabic & lebanese cuisine,1000.0,3.7,20,indian,banjara hills,53,0.74,0.5882352941176471
477,lakdikapul,hyderabad,pathemari kerala restaurant,300.0,4.1,500,"kerala,south indian",nampally metro station,30,0.82,0.17647058823529413
478,uppal,hyderabad,seema ruchulu,300.0,3.6,100,"indian,south indian",uppal,65,0.72,0.17647058823529413
479,kavadiguda,hyderabad,tempteas,100.0,3.4,20,beverages  snacks,nallakunta & vidyanagar,40,0.6799999999999999,0.058823529411764705
480,kothapet,hyderabad,nic natural ice creams,120.0,4.5,1000,ice cream  desserts,magic spoons enterprises,46,0.9,0.07058823529411765
481,begumpet,hyderabad,cakes11,200.0,4.0,100,bakery  desserts,banjara hills,62,0.8,0.11764705882352941
482,narayanguda,hyderabad,jenny's brownies,300.0,3.2,20,"desserts,beverages",old mla quarters road,32,0.64,0.17647058823529413
483,narayanguda,hyderabad,miami shakes & more,300.0,3.0,100,"beverages,desserts",old mla quarters road,31,0.6,0.17647058823529413
484,kothapet & dilshuknagar,hyderabad,chung hua estd 1983,300.0,3.9,500,"chinese,asian,thai,seafood,singaporean",kothapet & dilshuknagar,58,0.78,0.17647058823529413
485,new malakpet,hyderabad,melting pot,400.0,3.7,50,"chinese,north indian",kothapet & dilsukhnagar,43,0.74,0.23529411764705882
486,malakpet,hyderabad,rabiyas kitchen,250.0,4.2,50,indian,santoshnagar & saidabad,45,0.8400000000000001,0.14705882352941177
487,himayatnagar,hyderabad,a bleu basil,700.0,4.1,100,indian,himayath nagar,36,0.82,0.4117647058823529
488,himayatnagar,hyderabad,zomoz-the momo company,150.0,4.3,500,"fast food,tibetan,chinese",himayath nagar,31,0.86,0.08823529411764706
489,khairtabad,hyderabad,babai express,200.0,3.7,20,snacks  south indian  telangana,lakdikapul,39,0.74,0.11764705882352941
490,punjagutta,hyderabad,cookie man next galleria punjagutta,200.0,4.1,20,bakery  desserts  australian  snacks,banjara hills,73,0.82,0.11764705882352941
491,adikmet,hyderabad,euphoria,800.0,4.7,100,desserts,himayath nagar,27,0.9400000000000001,0.47058823529411764
492,khairtabad,hyderabad,ek pyali chai,150.0,4.2,50,beverages  chaat  desserts  fast food  juices,lakdikapul,36,0.8400000000000001,0.08823529411764706
493,saidabad,hyderabad,karachi bakery santoshnagar,200.0,4.6,50,bakery  desserts  fast food  snacks,santoshnagar & saidabad,49,0.9199999999999999,0.11764705882352941
494,banjara hills,hyderabad,nanking c.r - estd 1957,600.0,4.3,500,indian,banjara hills,75,0.86,0.35294117647058826
495,narayanguda,hyderabad,starboy pizza & shakes,300.0,3.6,100,"pizzas,american,fast food,desserts,beverages",old mla quarters road,36,0.72,0.17647058823529413
496,banjara hills,hyderabad,govi's organic foods,300.0,4.7,100,sweets  desserts  snacks  home food  indian,khairtabad,45,0.9400000000000001,0.17647058823529413
497,banjara hills,hyderabad,inox,400.0,2.9,80,fast food,hyderabad gvk one,64,0.58,0.23529411764705882
498,kachiguda,hyderabad,lassi corner,150.0,4.1,100,"hyderabadi,desserts,fast food",barkathpura,28,0.82,0.08823529411764706
499,himayatnagar,hyderabad,fruitfull,150.0,4.2,500,healthy food,himayat nagar,28,0.8400000000000001,0.08823529411764706
500,himayatnagar,hyderabad,the belgian waffle co.,200.0,4.4,500,"desserts,beverages",zee plaza,39,0.8800000000000001,0.11764705882352941
501,redhills,hyderabad,imperial multi-cuisine restaurant,400.0,4.0,1000,"biryani,tandoor,north indian,chinese,kebabs,mughlai",banjara hills,39,0.8,0.23529411764705882
502,himayatnagar,hyderabad,gabru di chaap,300.0,3.9,100,"fast food,north indian",himayath nagar,35,0.78,0.17647058823529413
503,abids & koti,hyderabad,pure veg meals by lunchbox,200.0,4.2,20,north indian  desserts  biryani,abids,36,0.8400000000000001,0.11764705882352941
504,ameerpet,hyderabad,scoops ameerpet,250.0,2.9,80,ice cream  desserts  beverages,ameerpet,65,0.58,0.14705882352941177
505,gaddiannaram,hyderabad,a-1 chicken pakoda,250.0,4.0,1000,"biryani,kebabs,indian,chinese,mughlai,fast food",kothapet & dilsukhnagar,40,0.8,0.14705882352941177
506,himayatnagar,hyderabad,the waffle co,200.0,4.1,100,"ice cream,desserts,beverages",himayathnagar,33,0.82,0.11764705882352941
507,banjara hills,hyderabad,hard rock cafe hyderabad,900.0,4.0,100,"american,continental,indian",balapur basthi,66,0.8,0.5294117647058824
508,habsiguda,hyderabad,r r fast food,150.0,3.2,20,chinese,uppal,53,0.64,0.08823529411764706
509,nacharam,hyderabad,pizza paradise,300.0,4.3,20,fast food,tarnaka nacharam & malkajigiri,73,0.86,0.17647058823529413
510,banjara hills,hyderabad,iqbatan restaurant,500.0,2.9,80,"arabian,mughlai,indian",banjara hills,57,0.58,0.29411764705882354
511,kavadiguda,hyderabad,okra - marriott,1000.0,3.9,500,"north indian,chinese,biryani",kavadiguda,70,0.78,0.5882352941176471
512,kothapet,hyderabad,gv's hotel godavari,150.0,4.3,100,indian,kothapet & dilsukhnagar,57,0.86,0.08823529411764706
513,banjara hills,hyderabad,superlean meals,300.0,4.2,100,healthy food  juices  continental,zahra nagar,63,0.8400000000000001,0.17647058823529413
514,toli chowki,hyderabad,the frozen village,300.0,2.9,80,desserts,tolichowki,84,0.58,0.17647058823529413
515,jubilee hills,hyderabad,chopstick chan,200.0,4.1,50,chinese,madhapur,76,0.82,0.11764705882352941
516,kothapet,hyderabad,corner bowls,200.0,3.1,20,"indian,italian,fast food",sai tirumala nivas green hills colony,62,0.62,0.11764705882352941
517,ameerpet,hyderabad,hd restaurant,150.0,3.5,20,south indian  chinese  fast food  desserts  beverages,ameerpet,71,0.7,0.08823529411764706
518,abids,hyderabad,famous ice cream,150.0,4.3,500,ice cream,nampally,24,0.86,0.08823529411764706
519,basheer bagh,hyderabad,italian express,350.0,3.4,100,"italian,mongolian,jain",basheer bagh,35,0.6799999999999999,0.20588235294117646
520,brindavan colony,hyderabad,aaha emi ruchi,400.0,4.5,20,"biryani,south indian,north indian",santoshnagar & saidabad,65,0.9,0.23529411764705882
521,saidabad,hyderabad,klip2deal homefood,200.0,2.9,80,indian,santoshnagar & saidabad,50,0.58,0.11764705882352941
522,himayatnagar,hyderabad,haiking chinese restaurant,1000.0,4.3,500,chinese,himayath nagar,35,0.86,0.5882352941176471
523,koti,hyderabad,shree lalla dhaba,350.0,4.1,100,north indian,abids & koti,27,0.82,0.20588235294117646
524,abids,hyderabad,slay coffee,200.0,4.1,100,beverages  desserts,abids,40,0.82,0.11764705882352941
525,nacharam,hyderabad,tasty dragon - chinese kitchen,200.0,4.2,100,chinese,uppal,66,0.8400000000000001,0.11764705882352941
526,koti,hyderabad,kolhapuri thaska,100.0,3.9,20,"indian,fast food",jambagh,42,0.78,0.058823529411764705
527,kiran nagar,hyderabad,barbeque nation,600.0,3.4,100,"north indian,chinese,biryani",kothapet,60,0.6799999999999999,0.35294117647058826
528,ameerpet,hyderabad,chai kings,150.0,4.5,1000,fast food  combo  desserts  beverages,ameerpet,62,0.9,0.08823529411764706
529,nampally,hyderabad,hotel shezan - exhibition ground,200.0,4.4,100,"indian,biryani,chinese",gandhi bhavan exhibithion ground,29,0.8800000000000001,0.11764705882352941
530,khairtabad,hyderabad,astoria restaurant,300.0,3.7,20,"biryani,chinese,indian",saifabad,40,0.74,0.17647058823529413
531,nampally,hyderabad,voulga restaurant,500.0,3.7,20,north indian  chinese  biryani  fast food,aghapura,36,0.74,0.29411764705882354
532,himayatnagar,hyderabad,saara veg,400.0,4.2,50,"indian,chinese",himayath nagar,36,0.8400000000000001,0.23529411764705882
533,redhills,hyderabad,biryani tales -by rayalaseema ruchulu,399.0,3.7,20,"biryani,kebabs,hyderabadi,tandoor",banjara hills,39,0.74,0.23470588235294118
534,redhills,hyderabad,oriental tales - by rayalaseema ruchulu,399.0,2.9,80,"chinese,pan-asian,seafood,oriental",banjara hills,60,0.58,0.23470588235294118
535,punjagutta,hyderabad,spicy punjabi thalis,400.0,3.6,20,punjabi,banjara hills,64,0.72,0.23529411764705882
536,himayatnagar,hyderabad,muddapappu avakai.com,300.0,3.9,100,south indian,himayath nagar,31,0.78,0.17647058823529413
537,narayanguda,hyderabad,old mumbai ice cream,200.0,3.7,20,ice cream,himayath nagar,28,0.74,0.11764705882352941
538,himayatnagar,hyderabad,waffle studio,300.0,3.6,100,"snacks,indian",himayath nagar,36,0.72,0.17647058823529413
539,banjara hills,hyderabad,krispy kreme,170.0,4.3,100,desserts  beverages,g v k  one   mall,54,0.86,0.1
540,kachiguda,hyderabad,cake affair,400.0,2.9,80,bakery,nampally,36,0.58,0.23529411764705882
541,malkajgiri,hyderabad,inti bhojnam,300.0,3.3,20,south indian,tarnaka  nacharam & malkajigiri,82,0.6599999999999999,0.17647058823529413
542,khairtabad,hyderabad,express cafe by holiday inn express,800.0,2.9,80,"indian,chinese",somajiguda,67,0.58,0.47058823529411764
543,saidabad,hyderabad,devikas kitchen - multi cuisine,500.0,2.9,80,"indian,fast food,snacks",saidabad,52,0.58,0.29411764705882354
544,banjara hills,hyderabad,slurpy shakes,200.0,3.9,50,beverages,banjara hills,63,0.78,0.11764705882352941
545,banjara hills,hyderabad,cupcake bliss cake & desserts,200.0,4.1,100,desserts  bakery  ice cream,banjara hills,62,0.82,0.11764705882352941
546,khairtabad,hyderabad,hilton restaurant,300.0,4.2,1000,"north indian,chinese,biryani",somajiguda & khairtabad,47,0.8400000000000001,0.17647058823529413
547,kothapet,hyderabad,zest kitchen,250.0,3.7,100,"indian,north indian,chinese,biryani,tandoor",roadnumber1srkpuram,63,0.74,0.14705882352941177
548,banjara hills,hyderabad,sundae everyday ice cream,200.0,3.9,50,"desserts,ice cream",banjara hills,64,0.78,0.11764705882352941
549,banjara hills,hyderabad,the dessert zone,300.0,4.1,100,"bakery,desserts,ice cream,beverages",banjara hills,63,0.82,0.17647058823529413
550,mehdipatnam,hyderabad,al madina chicken haleem,150.0,3.3,20,"north indian,chinese,biryani",migh colony,48,0.6599999999999999,0.08823529411764706
551,banjara hills,hyderabad,warmoven cake & desserts,200.0,4.2,500,"bakery,desserts,ice cream",banjara hills,64,0.8400000000000001,0.11764705882352941
552,khairtabad,hyderabad,teju mess,200.0,4.0,50,south indian,somajiguda & khairtabad,47,0.8,0.11764705882352941
553,kothapet,hyderabad,occasionkart.com,800.0,2.9,80,"desserts,bakery",chaitanyapuri,52,0.58,0.47058823529411764
554,humayun nagar,hyderabad,gulbarga's mama puri & special snacks,149.0,4.1,100,"snacks,desserts",mehdipatnam,52,0.82,0.08764705882352941
555,himayatnagar,hyderabad,samosa singh,100.0,4.0,500,"fast food,snacks,north indian,desserts,beverages,street food,combo",jawahar nagar,37,0.8,0.058823529411764705
556,new nallakunta,hyderabad,sri siddhartha tiffins and meals,150.0,4.3,1000,"beverages,south indian",nallakunta & vidyanagar,35,0.86,0.08823529411764706
557,ameerpet,hyderabad,2 chefs cafe,100.0,3.9,100,snacks  fast food  beverages,ameerpet,62,0.78,0.058823529411764705
558,zamistanpur,hyderabad,snehitha restaurant,160.0,4.4,100,"south indian,indian",himayath nagar,37,0.8800000000000001,0.09411764705882353
559,banjara hills,hyderabad,chandni chowk,150.0,3.8,50,north indian  combo  street food  fast food  beverages,banjara hills,49,0.76,0.08823529411764706
560,begumpet,hyderabad,retro junks,150.0,4.6,50,snacks,somajiguda & khairtabad,67,0.9199999999999999,0.08823529411764706
561,new nallakunta,hyderabad,pizza hut,350.0,3.7,500,pizzas  fast food,shivam road,46,0.74,0.20588235294117646
562,new gayatri nagar,hyderabad,wholesale cakes,300.0,3.4,50,bakery  desserts,kothapet & dilsukhnagar,67,0.6799999999999999,0.17647058823529413
563,kothapet,hyderabad,kings natraj bakers,300.0,4.0,20,fast food,manikonda,56,0.8,0.17647058823529413
564,lb nagar,hyderabad,sri venkateshwara tiffin's,300.0,2.9,80,north indian,lb nagar,77,0.58,0.17647058823529413
565,kalyan nagar x roads,hyderabad,gelatica gelato - ice cream & sorbet the finest,200.0,4.5,50,ice cream  desserts,ameerpet,71,0.9,0.11764705882352941
566,new gayatri nagar,hyderabad,special cakes,200.0,2.9,80,desserts,kothapet & dilsukhnagar,74,0.58,0.11764705882352941
567,dilsukhnagar,hyderabad,wok 21 chinese,400.0,3.8,20,"chinese,north indian",kothapet & dilsukhnagar,46,0.76,0.23529411764705882
568,uppal,hyderabad,madhusudhanreddy hotel,150.0,3.6,20,"south indian,chinese,biryani",uppal,60,0.72,0.08823529411764706
569,amberpet,hyderabad,bhagmati biryani,250.0,3.6,100,"biryani,telangana",nallakunta & vidyanagar,41,0.72,0.14705882352941177
570,himayatnagar,hyderabad,brownie heaven,200.0,2.9,80,desserts,himayath nagar,38,0.58,0.11764705882352941
571,koti,hyderabad,balaji dhaba,400.0,3.6,100,"north indian,biryani,chinese,indian,tandoor",himayath nagar,35,0.72,0.23529411764705882
572,abids,hyderabad,kamath hotel,200.0,4.4,500,south indian,abids & koti,29,0.8800000000000001,0.11764705882352941
573,new malakpet,hyderabad,steves kitchen,200.0,3.7,50,"chinese,indian,snacks",kothapet & dilsukhnagar,48,0.74,0.11764705882352941
574,toli chowki,hyderabad,sounds cheesy,300.0,4.1,100,indian,tolichowki,73,0.82,0.17647058823529413
575,narayanguda,hyderabad,rolls & bowls by feedx,200.0,3.5,100,"fast food,north indian,snacks,salads,beverages,indian,pastas",himayath nagar,32,0.7,0.11764705882352941
576,new malakpet,hyderabad,grill station,200.0,3.9,20,indian,kothapet & dilsukhnagar,44,0.78,0.11764705882352941
577,uppal,hyderabad,marrakesh,300.0,3.8,100,"biryani,north indian,arabian,lebanese",uppal,72,0.76,0.17647058823529413
578,uppal,hyderabad,urban orient express,300.0,3.6,100,"chinese,thai,seafood,asian",uppal,72,0.72,0.17647058823529413
579,himayatnagar,hyderabad,the exotic shawarma,250.0,3.8,50,"arabian,fast food",himayath nagar,44,0.76,0.14705882352941177
580,banjara hills,hyderabad,nasheman hotel  altaf bakery,500.0,4.1,50,"hyderabadi,tandoor,kebabs,grill,biryani",nai basthi ahmed nagar,50,0.82,0.29411764705882354
581,abids,hyderabad,sohanlal tea time,160.0,2.9,80,beverages  south indian,somajiguda & khairtabad,35,0.58,0.09411764705882353
582,narayanguda,hyderabad,chickpet donne biryani house,400.0,3.7,100,indian,himayath nagar,28,0.74,0.23529411764705882
583,banjara hills,hyderabad,swastik udupi vef,48.0,3.4,20,"south indian,snacks",banjara hills,35,0.6799999999999999,0.02823529411764706
584,abids,hyderabad,natural ice cream,150.0,4.3,100,ice cream,abids,33,0.86,0.08823529411764706
585,banjara hills,hyderabad,haldirams,200.0,4.3,500,"snacks,indian",banjara hills,63,0.86,0.11764705882352941
586,karkhana,hyderabad,haldirams,250.0,4.3,1000,indian  fast food,kharkhana & trimulgherry,67,0.86,0.14705882352941177
587,padma nagar colony,hyderabad,mjr pan shop,100.0,4.2,20,"paan,indian",santoshnagar & saidabad,67,0.8400000000000001,0.058823529411764705
588,banjara hills,hyderabad,fishland express,350.0,3.8,500,"biryani,chinese,south indian,north indian,tandoor",banjara hills,61,0.76,0.20588235294117646
589,gowlipura,hyderabad,homely kitchen,200.0,3.8,20,north indian,kothapet & dilsukhnagar,53,0.76,0.11764705882352941
590,himayatnagar,hyderabad,grabz,250.0,3.8,50,"italian,continental",himayath nagar,35,0.76,0.14705882352941177
591,toli chowki,hyderabad,great bakers,300.0,4.1,50,"italian,pizzas,pastas,indian,desserts,american",tolichowki,76,0.82,0.17647058823529413
592,banjara hills,hyderabad,spice 6 global dining,900.0,4.2,100,"indian,fast food,chinese,arabian,desserts",banjara hills,55,0.8400000000000001,0.5294117647058824
593,himayath nagar,hyderabad,krishna idli and dosa,250.0,3.9,100,"south indian,chinese,pizzas,andhra,hyderabadi,maharashtrian,fast food,salads,beverages,north indian",agarwal chambers,29,0.78,0.14705882352941177
594,banjara hills,hyderabad,chickn wickn,200.0,3.9,20,"north indian,chinese,biryani",banjara hills,61,0.78,0.11764705882352941
595,himayatnagar,hyderabad,momo cafe,250.0,3.6,100,chinese,chikkadpally,34,0.72,0.14705882352941177
596,gowliguda,hyderabad,shawarma and chinese fast food,300.0,2.9,80,indian,himayath nagar,34,0.58,0.17647058823529413
597,humayun nagar,hyderabad,juice box,150.0,2.9,80,"beverages,snacks",mehdipatnam,54,0.58,0.08823529411764706
598,mehdipatnam,hyderabad,hottie and spicy chat and juices,200.0,4.4,20,"snacks,beverages",tolichowki,55,0.8800000000000001,0.11764705882352941
599,banjara hills,hyderabad,onesta,200.0,3.6,1000,"italian,desserts,pizzas,american,snacks",anr center banjara hills,58,0.72,0.11764705882352941
600,ameerpet,hyderabad,fruit bite natural juices & salads.,200.0,4.4,500,juices,ameerpet,63,0.8800000000000001,0.11764705882352941
601,himayatnagar,hyderabad,cake l'amore,200.0,4.1,500,"bakery,beverages,desserts",himayath nagar,42,0.82,0.11764705882352941
602,basheer bagh,hyderabad,the tea tree,100.0,2.9,80,beverages,himayath nagar,36,0.58,0.058823529411764705
603,chanakyapuri,hyderabad,meghana tiffin center,50.0,4.3,500,south indian,kothapet & dilsukhnagar,64,0.86,0.029411764705882353
604,huda complex,hyderabad,burger hubs,300.0,2.9,80,"desserts,beverages",kothapet & dilsukhnagar,62,0.58,0.17647058823529413
605,himayath nagar,hyderabad,big bowl,250.0,3.7,50,chinese,himayath nagar,38,0.74,0.14705882352941177
606,huda complex,hyderabad,zaika bites,300.0,2.9,80,indian,kothapet & dilsukhnagar,57,0.58,0.17647058823529413
607,abids,hyderabad,gullu dada's biryani,500.0,3.8,50,"biryani,hyderabadi,desserts",somajiguda & khairtabad,27,0.76,0.29411764705882354
